rowid,fiscal_year,agency_name,payee_name,payee_zip,amount,purpose_of_payment_baltimore_county_only,mbe,payee_name_clean,payee_zip5,payee_name_refined,slug
513,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,MACKIN Book Company,55306,89221.69,NA,NA,MACKIN BOOK COMPANY,55306,MACKIN BOOK COMPANY,anne-arundel-county
514,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Ad Astra Inc,20910-3713,88787.94,NA,NA,AD ASTRA INC,20910,AD ASTRA INC,anne-arundel-county
515,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,NESTLE WATERS,21227,88763.79,NA,NA,NESTLE WATERS,21227,NESTLE WATERS,anne-arundel-county
516,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"CORBETT TECHNOLOGY SOLUTIONS, INC.",21209,86997.68,NA,NA,CORBETT TECHNOLOGY SOLUTIONS INC,21209,CORBETT TECHNOLOGY SOLUTIONS INC,anne-arundel-county
517,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,BGE-I&C New Business Development Dorsey 1,21298-8741,85652,NA,NA,BGE-I&C NEW BUSINESS DEVELOPMENT DORSEY 1,21298,BGE-I&C NEW BUSINESS DEVELOPMENT DORSEY 1,anne-arundel-county
518,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,UNITED RENTALS,21401,85403.33,NA,NA,UNITED RENTALS,21401,UNITED RENTALS NORTH AMERICA INC,anne-arundel-county
519,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,FOLLETT SCHOOL SOLUTIONS INC,60050-7048,85139.78,NA,NA,FOLLETT SCHOOL SOLUTIONS INC,60050,FOLLETT CORP,anne-arundel-county
520,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Strayer Contracting Inc.,21220,85025,NA,NA,STRAYER CONTRACTING INC,21220,STRAYER CONTRACTING INC,anne-arundel-county
521,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"ABSOLUTE SUPPLY AND SERVICES, LLC",20657,84394.01,NA,NA,ABSOLUTE SUPPLY AND SERVICES LLC,20657,ABSOLUTE SUPPLY AND SERVICES LLC,anne-arundel-county
522,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,DC TREASURER,20044,81347.55,NA,NA,DC TREASURER,20044,DC TREASURER,anne-arundel-county
523,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,CENTRAL MD DISTRICT 23 BASKETBALL OFFICIALS INC,21047,80598,NA,NA,CENTRAL MD DISTRICT 23 BASKETBALL OFFICIALS INC,21047,CENTRAL MD DISTRICT 23 BASKETBALL OFFICIALS INC,anne-arundel-county
524,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Sheppard Pratt Health System DBA Mann Residential School,02241,79920.3,NA,NA,SHEPPARD PRATT HEALTH SYSTEM DBA MANN RESIDENTIAL SCHOOL,02241,SHEPPARD PRATT HEALTH SYSTEM INC,anne-arundel-county
525,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,ALTIMATE ELECTRIC INC,21771,77865.08,NA,NA,ALTIMATE ELECTRIC INC,21771,ALTIMATE ELECTRIC INC,anne-arundel-county
526,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,ANNE ARUNDEL  BOARD OF OFFICIALS,21122,77269,NA,NA,ANNE ARUNDEL BOARD OF OFFICIALS,21122,ANNE ARUNDEL BOARD OF OFFICIALS,anne-arundel-county
527,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,SCHOOL SPECIALTY INC,44903,77268.46,NA,NA,SCHOOL SPECIALTY INC,44903,SCHOOL SPECIALTY INC,anne-arundel-county
528,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,GALE GROUP (THE),48331,74369.14,NA,NA,GALE GROUP (THE),48331,GALE GROUP (THE),anne-arundel-county
529,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,ASCD,21297-8431,73976.71,NA,NA,ASCD,21297,ASCD,anne-arundel-county
530,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"Horizon Software International, LLC",31193-4248,73499.81,NA,NA,HORIZON SOFTWARE INTERNATIONAL LLC,31193,HORIZON SOFTWARE INTERNATIONAL LLC,anne-arundel-county
531,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,NATIONAL SUPPLY CO,20705,72611.8,NA,NA,NATIONAL SUPPLY CO,20705,NATIONAL SUPPLY CO,anne-arundel-county
532,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,FLINN SCIENTIFIC INC,60510,71926.17,NA,NA,FLINN SCIENTIFIC INC,60510,FLINN SCIENTIFIC COMPANY,anne-arundel-county
533,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,CONCENTRA MEDICAL CENTERS INC,21227-0277,71618.5,NA,NA,CONCENTRA MEDICAL CENTERS INC,21227,CONCENTRA MEDICAL CENTERS INC,anne-arundel-county
534,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,NEWS-2-YOU,44839,71461.2,NA,NA,NEWS-2-YOU,44839,NEWS-2-YOU,anne-arundel-county
535,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,ABC-CLIO,93117,70242,NA,NA,ABC-CLIO,93117,ABC-CLIO,anne-arundel-county
536,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,DEERE & COMPANY,27513,69983.62,NA,NA,DEERE & COMPANY,27513,DEERE & COMPANY,anne-arundel-county
537,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"Miller Environmental Group, Inc.",11933,69500.55,NA,NA,MILLER ENVIRONMENTAL GROUP INC,11933,MILLER ENVIRONMENTAL GROUP INC,anne-arundel-county
538,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"Bright Morning Consulting, Inc.",94611,69500,NA,NA,BRIGHT MORNING CONSULTING INC,94611,BRIGHT MORNING CONSULTING INC,anne-arundel-county
539,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,HALL INVESTMENTS ANNAPOLIS INC,21146,68454.75,NA,NA,HALL INVESTMENTS ANNAPOLIS INC,21146,HALL INVESTMENTS ANNAPOLIS INC,anne-arundel-county
540,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"DIAMOND INTERIOR DESIGNS, LLC",21114,67428.95,NA,NA,DIAMOND INTERIOR DESIGNS LLC,21114,DIAMOND INTERIOR DESIGNS LLC,anne-arundel-county
541,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,YOUNG AUDIENCES OF MD INC,21218,66849.96,NA,NA,YOUNG AUDIENCES OF MD INC,21218,YOUNG AUDIENCES OF MD INC,anne-arundel-county
542,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,REALLY GOOD STUFF,06484,66706.11,NA,NA,REALLY GOOD STUFF,06484,REALLY GOOD STUFF,anne-arundel-county
543,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,NOLAND COMPANY,21401-4095,65927.86,NA,NA,NOLAND COMPANY,21401,NOLAND COMPANY,anne-arundel-county
544,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Capitol Document Solutions,20852,65397.97,NA,NA,CAPITOL DOCUMENT SOLUTIONS,20852,CAPITOL DOCUMENT SOLUTIONS,anne-arundel-county
545,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Leading Technology Solutions Inc,21208,65383.78,NA,NA,LEADING TECHNOLOGY SOLUTIONS INC,21208,LEADING TECHNOLOGY SOLUTIONS,anne-arundel-county
546,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,E-RATE ELITE SERVICES INC,21117,65000,NA,NA,E-RATE ELITE SERVICES INC,21117,E-RATE ELITE SERVICES INC,anne-arundel-county
547,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,PITNEY BOWES INC,15250,65000,NA,NA,PITNEY BOWES INC,15250,PITNEY BOWES INC,anne-arundel-county
548,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Playworks Education Energized,94607,64750,NA,NA,PLAYWORKS EDUCATION ENERGIZED,94607,PLAYWORKS EDUCATION ENERGIZED,anne-arundel-county
549,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,TRAY BUSINESS SYSTEMS INC,21060-2830,64490.02,NA,NA,TRAY BUSINESS SYSTEMS INC,21060,TRAY BUSINESS SYSTEMS INC,anne-arundel-county
550,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Dude Solutions Inc,27518,63895.44,NA,NA,DUDE SOLUTIONS INC,27518,DUDE SOLUTIONS INC,anne-arundel-county
551,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,ZONAR SYSTEMS,98188,63678.01,NA,NA,ZONAR SYSTEMS,98188,ZONAR SYSTEMS,anne-arundel-county
552,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"ALUMINUM ATHLETIC EQUIPMENT CO, INC",19468,63345,NA,NA,ALUMINUM ATHLETIC EQUIPMENT CO INC,19468,ALUMINUM ATHLETIC EQUIPMENT CO,anne-arundel-county
553,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,CAPITAL AREA SOCCER REFEREES,20012,63137,NA,NA,CAPITAL AREA SOCCER REFEREES,20012,CAPITAL AREA SOCCER REFEREES,anne-arundel-county
554,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Sheppard Pratt Health System Inc DBA JEFFERSON SCHOOL,21263-0513,62704.1,NA,NA,SHEPPARD PRATT HEALTH SYSTEM INCDBA JEFFERSON SCHOOL,21263,SHEPPARD PRATT HEALTH SYSTEM INC,anne-arundel-county
555,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,b & b CONCEPTS INC,21794,62618.69,NA,NA,B & B CONCEPTS INC,21794,B&B CONCEPTS INC,anne-arundel-county
556,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Corporate Mailing Services,21227-1509,61815.71,NA,NA,CORPORATE MAILING SERVICES,21227,CORPORATE MAILING SERVICES,anne-arundel-county
557,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,King Professional Development Services Inc,20721,61550,NA,NA,KING PROFESSIONAL DEVELOPMENT SERVICES INC,20721,KING PROFESSIONAL DEVELOPMENT SERVICES INC,anne-arundel-county
558,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,AMERICAN COMBUSTION INDUSTRIES,20769,61275.36,NA,NA,AMERICAN COMBUSTION INDUSTRIES,20769,AMERICAN COMBUSTION INDUSTRIES,anne-arundel-county
559,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"Whitsend III, Inc",21012,61223.83,NA,NA,WHITSEND III INC,21012,WHITSEND III INC,anne-arundel-county
560,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,C&J Contractors,20707,60916.89,NA,NA,C&J CONTRACTORS,20707,C&J CONTRACTORS,anne-arundel-county
561,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,SCHOLASTIC INC,65102-9957,60892.05,NA,NA,SCHOLASTIC INC,65102,SCHOLASTIC INC,anne-arundel-county
562,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,NAPA AUTO PARTS,21401,60580.14,NA,NA,NAPA AUTO PARTS,21401,NAPA AUTO PARTS,anne-arundel-county
563,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,ALBAN TRACTOR CO INC,21237,60244,NA,NA,ALBAN TRACTOR CO INC,21237,ALBAN TRACTOR CO INC,anne-arundel-county
564,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,MARYLAND SCHOOL FOR THE DEAF,21705-0250,60174,NA,NA,MARYLAND SCHOOL FOR THE DEAF,21705,MARYLAND SCHOOL FOR THE DEAF,anne-arundel-county
565,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Dr. Fran Prolman,22101-4120,60160,NA,NA,DR FRAN PROLMAN,22101,DR FRAN PROLMAN,anne-arundel-county
566,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,MD DEPT OF HUMAN SERVICES,21201-3500,60114.86,NA,NA,MD DEPT OF HUMAN SERVICES,21201,MD DEPT OF HUMAN SERVICES,anne-arundel-county
567,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"TRA, Inc.",28403,59609,NA,NA,TRA INC,28403,TRA INC,anne-arundel-county
568,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"BEEM Irrigation, Inc",20794,59550,NA,NA,BEEM IRRIGATION INC,20794,BEEM IRRIGATION INC,anne-arundel-county
569,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,BARNES & NOBLE,21401,59534.99,NA,NA,BARNES & NOBLE,21401,BARNES & NOBLE,anne-arundel-county
570,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,M&E SALES INC,21076,59385,NA,NA,M&E SALES INC,21076,M&E SALES INC,anne-arundel-county
571,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,NEWSOM SEED INC,20759-0510,59357.5,NA,NA,NEWSOM SEED INC,20759,NEWSOM SEED INC,anne-arundel-county
572,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Maid-Rite Specialty Foods LLC,18512,58650,NA,NA,MAID-RITE SPECIALTY FOODS LLC,18512,MAID-RITE SPECIALTY FOODS LLC,anne-arundel-county
573,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"ENVISION TECHNOLOGY, INC",20814,58456,NA,NA,ENVISION TECHNOLOGY INC,20814,ENVISION TECHNOLOGY INC,anne-arundel-county
574,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,PROJECT LEAD THE WAY INC,46240,57996.15,NA,NA,PROJECT LEAD THE WAY INC,46240,PROJECT LEAD THE WAY,anne-arundel-county
575,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,FURBISH COMPANY,21225,57751,NA,NA,FURBISH COMPANY,21225,FURBISH COMPANY,anne-arundel-county
576,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,CONSOLIDATED MANUFACTURING,21123-0364,57608.5,NA,NA,CONSOLIDATED MANUFACTURING,21123,CONSOLIDATED MANUFACTURING,anne-arundel-county
577,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,B&H Photo & Electronics Corp,10001,57273.71,NA,NA,B&H PHOTO & ELECTRONICS CORP,10001,B & H PHOTO - VIDEO INC,anne-arundel-county
578,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,S.D. AUTO SERVICE,21032,57166.16,NA,NA,SD. AUTO SERVICE,21032,SD. AUTO SERVICE,anne-arundel-county
579,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,MARYLAND CORRECTIONAL ENTERPRISES,20794,57075,NA,NA,MARYLAND CORRECTIONAL ENTERPRISES,20794,MARYLAND CORRECTIONAL ENTERPRISES,anne-arundel-county
580,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,YMCA CAMP LETTS,21037,57000,NA,NA,YMCA CAMP LETTS,21037,YMCA CAMP LETTS,anne-arundel-county
581,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,APEX LEARNING,98161,55975,NA,NA,APEX LEARNING,98161,APEX LEARNING INC,anne-arundel-county
582,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,First Student Inc,21144,55609.93,NA,NA,FIRST STUDENT INC,21144,FIRST STUDENT INC,anne-arundel-county
583,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Raising A Reader,94065,55590,NA,NA,RAISING A READER,94065,RAISING A READER,anne-arundel-county
584,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,ROBERT W CHILDS LANDSCAPE CONTRACTORS INC,21012,54291.25,NA,NA,ROBERT W CHILDS LANDSCAPE CONTRACTORS INC,21012,ROBERT W CHILDS LANDSCAPE CONTRACTORS INC,anne-arundel-county
585,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,BMC SOFTWARE INC,94043,54024.78,NA,NA,BMC SOFTWARE INC,94043,BMC SOFTWARE INC,anne-arundel-county
586,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Maryland State Education Association,21401,54017.89,NA,NA,MARYLAND STATE EDUCATION ASSOCIATION,21401,MARYLAND STATE EDUCATION ASSOCIATION,anne-arundel-county
587,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,MONTGOMERY COUNTY PUBLIC SCHOOLS,20850,53851,NA,NA,MONTGOMERY COUNTY PUBLIC SCHOOLS,20850,MONTGOMERY COUNTY PUBLIC SCHOOLS,anne-arundel-county
588,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,COMMITTEE FOR CHILDREN,98121,53848,NA,NA,COMMITTEE FOR CHILDREN,98121,COMMITTEE FOR CHILDREN,anne-arundel-county
589,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"Western Maryland Music Center, L.L.C.",21502,53471.4,NA,NA,WESTERN MARYLAND MUSIC CENTER LL.C.,21502,WESTERN MARYLAND MUSIC CENTER LL.C.,anne-arundel-county
590,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,TRIUMVIRATE ENVIRONMENTAL,21226,52144.84,NA,NA,TRIUMVIRATE ENVIRONMENTAL,21226,TRIUMVIRATE ENVIRONMENTAL,anne-arundel-county
591,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,US TOY CO,64030,51456.12,NA,NA,US TOY CO,64030,US TOY CO,anne-arundel-county
592,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,CHESAPEAKE SR HIGH SCHOOL,21122,50767.29,NA,NA,CHESAPEAKE SR HIGH SCHOOL,21122,CHESAPEAKE SR HIGH SCHOOL,anne-arundel-county
593,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Jay Batterden,20776,50765,NA,NA,JAY BATTERDEN,20776,JAY BATTERDEN,anne-arundel-county
594,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,FACILITY ENGINEERING ASSOC,22033-4910,50200,NA,NA,FACILITY ENGINEERING ASSOC,22033,FACILITY ENGINEERING ASSOCIATES PC,anne-arundel-county
595,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"OMNIFORM, INC.",21120,49646.3,NA,NA,OMNIFORM INC,21120,OMNIFORM INC,anne-arundel-county
596,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,CONNECTIONS EDUCATION LLC,21202,49197,NA,NA,CONNECTIONS EDUCATION LLC,21202,CONNECTIONS EDUCATION LLC,anne-arundel-county
597,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,DELREY SCHOOL,21228-3499,49177.45,NA,NA,DELREY SCHOOL,21228,DELREY SCHOOL,anne-arundel-county
598,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,JOHNNIE'S RESTAURANT & HOTEL SERVICES,17201,48849.75,NA,NA,JOHNNIE'S RESTAURANT & HOTEL SERVICES,17201,JOHNNIE'S RESTAURANT & HOTEL SERVICES,anne-arundel-county
599,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,AT & T,21283-0017,48571.29,NA,NA,AT & T,21283,AT&T,anne-arundel-county
600,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"Stertil-Koni USA, Inc.",21666,48333.72,NA,NA,STERTIL-KONI USA INC,21666,STERTIL-KONI USA INC,anne-arundel-county
601,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Colimore Architects Inc,21230,47777.75,NA,NA,COLIMORE ARCHITECTS INC,21230,COLIMORE ARCHITECTS INC,anne-arundel-county
602,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Phillips Corporation,19020,47631.78,NA,NA,PHILLIPS CORPORATION,19020,PHILLIPS CORPORATION,anne-arundel-county
603,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,MARYLAND ASSOCIATION OF BOARDS OF EDUCATION,21401,47419,NA,NA,MARYLAND ASSOCIATION OF BOARDS OF EDUCATION,21401,MARYLAND ASSOCIATION OF BOARDS OF EDUCATION,anne-arundel-county
604,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,WILSON LANGUAGE TRAINING,01540,47390.23,NA,NA,WILSON LANGUAGE TRAINING,01540,WILSON LANGUAGE TRAINING CORP,anne-arundel-county
605,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Brown & Root Industrial Services LLC,22202,47162,NA,NA,BROWN & ROOT INDUSTRIAL SERVICES LLC,22202,BROWN & ROOT INDUSTRIAL SERVICES LLC,anne-arundel-county
606,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,FERGUSON TRENCHING COMPANY,21113-1211,46922,NA,NA,FERGUSON TRENCHING COMPANY,21113,FERGUSON TRENCHING COMPANY,anne-arundel-county
607,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,BARON STAGE CURTAIN &,21224-1413,46661.16,NA,NA,BARON STAGE CURTAIN &,21224,BARON STAGE CURTAIN & EQUIPMENT,anne-arundel-county
608,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"Kim Engineering, Inc.",20705,45935,NA,NA,KIM ENGINEERING INC,20705,KIM ENGINEERING INC,anne-arundel-county
609,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,CURTIS ENGINE & EQUIPMENT INC,21227,45933,NA,NA,CURTIS ENGINE & EQUIPMENT INC,21227,CURTIS ENGINE & EQUIPMENT INC,anne-arundel-county
610,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"Auburn School, Baltimore Campus",21208,45777.46,NA,NA,AUBURN SCHOOL BALTIMORE CAMPUS,21208,AUBURN SCHOOL BALTIMORE CAMPUS,anne-arundel-county
611,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,PEARSON CLINICAL ASSESSMENT,78259,45356.64,NA,NA,PEARSON CLINICAL ASSESSMENT,78259,PEARSON CLINICAL ASSESSMENT,anne-arundel-county
612,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,HUNT CONSULTING,20723,45058,NA,NA,HUNT CONSULTING,20723,HUNT CONSULTING,anne-arundel-county
613,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Foreman Building Commissioning LP,16063,44850,NA,NA,FOREMAN BUILDING COMMISSIONING LP,16063,FOREMAN BUILDING COMMISSIONING LP,anne-arundel-county
614,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"SEON SYSTEMS SALES, INC.",NA,44820,NA,NA,SEON SYSTEMS SALES INC,NA,SEON SYSTEMS SALES INC,anne-arundel-county
615,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,OXFORD UNIVERSITY PRESS,27513,44817.02,NA,NA,OXFORD UNIVERSITY PRESS,27513,OXFORD UNIVERSITY PRESS,anne-arundel-county
616,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Mount St. Mary's University,21727,44750,NA,NA,MOUNT ST MARY'S UNIVERSITY,21727,MOUNT ST MARY'S UNIVERSITY,anne-arundel-county
617,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,ABACUS CORPORATION,21224,44698.4,NA,NA,ABACUS CORPORATION,21224,ABACUS CORPORATION,anne-arundel-county
618,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,DONALD B RICE TIRE CO INC,21701,44580.23,NA,NA,DONALD B RICE TIRE CO INC,21701,DONALD B RICE TIRE CO,anne-arundel-county
619,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,BALTIMORE DOOR & FRAME,21227,44512,NA,NA,BALTIMORE DOOR & FRAME,21227,BALTIMORE DOOR & FRAME,anne-arundel-county
620,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,UNITED WAY OF CENTRAL MARYLAND,21203,44259.2,NA,NA,UNITED WAY OF CENTRAL MARYLAND,21203,UNITED WAY OF CENTRAL MARYLAND,anne-arundel-county
621,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,LORD BALTIMORE UNIFORM,21224,44244.8,NA,NA,LORD BALTIMORE UNIFORM,21224,LORD BALTIMORE UNIFORM,anne-arundel-county
622,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,EdClub Inc,20006,43758,NA,NA,EDCLUB INC,20006,EDCLUB INC,anne-arundel-county
623,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,MT LIBRARY SERVICES INC,43064,43590.26,NA,NA,MT LIBRARY SERVICES INC,43064,MT LIBRARY SERVICES INC,anne-arundel-county
624,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"RoboNation, Inc.",22206,42921.2,NA,NA,ROBONATION INC,22206,ROBONATION INC,anne-arundel-county
625,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Joanne Boaler,94305,42668.1,NA,NA,JOANNE BOALER,94305,JOANNE BOALER,anne-arundel-county
626,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"Seal Pros, Inc",20601,42588.8,NA,NA,SEAL PROS INC,20601,SEAL PROS INC,anne-arundel-county
627,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,ANNAPOLIS SR HIGH SCHOOL,21401,42531.71,NA,NA,ANNAPOLIS SR HIGH SCHOOL,21401,ANNAPOLIS SR HIGH SCHOOL,anne-arundel-county
628,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"Rebecca A. Herr, Trustee",38101,42379.61,NA,NA,REBECCA A HERR TRUSTEE,38101,REBECCA A HERR TRUSTEE,anne-arundel-county
629,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,TURF EQUIPMENT & SUPPLY CO INC,20794,42136.39,NA,NA,TURF EQUIPMENT & SUPPLY CO INC,20794,TURF EQUIPMENT & SUPPLY COMPANY INC,anne-arundel-county
630,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Elmco Inc DBA INTERSTATE BATTERY SYSTEM OF,21060,42015.44,NA,NA,ELMCO INCDBA INTERSTATE BATTERY SYSTEM OF,21060,ELMCO INCDBA INTERSTATE BATTERY SYSTEM OF,anne-arundel-county
631,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,ANNE ARUNDEL UMPIRE ASSN,21114-1177,41860,NA,NA,ANNE ARUNDEL UMPIRE ASSN,21114,ANNE ARUNDEL UMPIRE ASSN,anne-arundel-county
632,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Bonita Lang,21012,41430,NA,NA,BONITA LANG,21012,BONITA LANG,anne-arundel-county
633,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Dorothy Arida,21054,41405.46,NA,NA,DOROTHY ARIDA,21054,DOROTHY ARIDA,anne-arundel-county
634,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,ALTERNATE RADIATOR SERVICE,21075,41177.03,NA,NA,ALTERNATE RADIATOR SERVICE,21075,ALTERNATE RADIATOR SERVICE,anne-arundel-county
635,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,"DATA NETWORKS, INC",21031,40810,NA,NA,DATA NETWORKS INC,21031,DATA NETWORKS INC,anne-arundel-county
636,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,James River Solutions LLC,23005,40037.74,NA,NA,JAMES RIVER SOLUTIONS LLC,23005,JAMES RIVER SOLUTIONS LLC,anne-arundel-county
637,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,IMAGINE LEARNING,84604,40000,NA,NA,IMAGINE LEARNING,84604,IMAGINE LEARNING,anne-arundel-county
638,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,Security Benefit Life Insurance Company,21045,39910,NA,NA,SECURITY BENEFIT LIFE INSURANCE COMPANY,21045,SECURITY BENEFITS GROUP,anne-arundel-county
639,2019,ANNE ARUNDEL CO. PUBLIC SCHOOLS,BRAINPOP LLC,10010,39471,NA,NA,BRAINPOP LLC,10010,BRAINPOP LLC,anne-arundel-county
